196,jack_o_lantern,31744,
197,cake,0,
198,repeater,0,
199,white_stained_glass,0,
200,orange_stained_glass,0,
201,magenta_stained_glass,0,
202,light_blue_stained_glass,0,
203,yellow_stained_glass,0,
204,lime_stained_glass,0,
205,pink_stained_glass,0,
206,gray_stained_glass,0,
207,light_gray_stained_glass,0,
208,cyan_stained_glass,0,
209,purple_stained_glass,0,
210,blue_stained_glass,0,
211,brown_stained_glass,0,
212,green_stained_glass,0,
213,red_stained_glass,0,
214,black_stained_glass,0,
215,oak_trapdoor,9402184,
216,spruce_trapdoor,9402184,
217,birch_trapdoor,9402184,
218,jungle_trapdoor,9402184,
219,acacia_trapdoor,9402184,
220,dark_oak_trapdoor,9402184,
221,stone_bricks,7368816,
222,mossy_stone_bricks,7368816,
223,cracked_stone_bricks,7368816,
224,chiseled_stone_bricks,7368816,
225,infested_stone,10791096,
226,infested_cobblestone,10791096,
227,infested_stone_bricks,10791096,
228,infested_mossy_stone_bricks,10791096,
229,infested_cracked_stone_bricks,10791096,
230,infested_chiseled_stone_bricks,10791096,
231,brown_mushroom_block,9402184,tree
232,red_mushroom_block,9402184,tree
233,mushroom_stem,9402184,tree
234,iron_bars,10987431,
235,glass_pane,0,
236,melon,31744,
237,attached_pumpkin_stem,31744,
238,attached_melon_stem,31744,
239,pumpkin_stem,31744,
240,melon_stem,31744,
241,vine,31744,tree
242,oak_fence_gate,9402184,
243,brick_stairs,7368816,
244,stone_brick_stairs,7368816,
245,mycelium,8368696,
246,lily_pad,31744,grass
247,nether_bricks,7368816,
248,nether_brick_fence,7368816,
249,nether_brick_stairs,7368816,
250,nether_wart,31744,
251,enchanting_table,7368816,
252,brewing_stand,10987431,
253,cauldron,10987431,
254,end_portal,0,
255,end_portal_frame,7368816,
256,end_stone,7368816,
257,dragon_egg,31744,
258,redstone_lamp,0,
259,cocoa,31744,
260,sandstone_stairs,7368816,
261,emerald_ore,7368816,
262,ender_chest,7368816,
263,tripwire_hook,0,
264,tripwire,0,
265,emerald_block,10987431,
266,spruce_stairs,9402184,
267,birch_stairs,9402184,
268,jungle_stairs,9402184,
269,command_block,10987431,
270,beacon,0,
271,cobblestone_wall,7368816,
272,mossy_cobblestone_wall,7368816,
273,flower_pot,0,
274,potted_oak_sapling,0,
275,potted_spruce_sapling,0,
276,potted_birch_sapling,0,
277,potted_jungle_sapling,0,
278,potted_acacia_sapling,0,
279,potted_dark_oak_sapling,0,
280,potted_fern,0,
281,potted_dandelion,0,
282,potted_poppy,0,
283,potted_blue_orchid,0,
284,potted_allium,0,
285,potted_azure_bluet,0,
286,potted_red_tulip,0,
287,potted_orange_tulip,0,
288,potted_white_tulip,0,
289,potted_pink_tulip,0,
290,potted_oxeye_daisy,0,
291,potted_cornflower,0,
292,potted_lily_of_the_valley,0,
293,potted_wither_rose,0,
294,potted_red_mushroom,0,
295,potted_brown_mushroom,0,
296,potted_dead_bush,0,
297,potted_cactus,0,
298,carrots,31744,
299,potatoes,31744,
300,oak_button,0,
301,spruce_button,0,
302,birch_button,0,
303,jungle_button,0,
304,acacia_button,0,
305,dark_oak_button,0,
306,skeleton_skull,0,
307,skeleton_wall_skull,0,
308,wither_skeleton_skull,0,
309,wither_skeleton_wall_skull,0,
310,zombie_head,0,
311,zombie_wall_head,0,
312,player_head,0,
313,player_wall_head,0,
314,creeper_head,0,
315,creeper_wall_head,0,
316,dragon_head,0,
317,dragon_wall_head,0,
318,anvil,10987431,
319,chipped_anvil,10987431,
320,damaged_anvil,10987431,
321,trapped_chest,9402184,
322,light_weighted_pressure_plate,10987431,
323,heavy_weighted_pressure_plate,10987431,
324,comparator,0,
325,daylight_detector,9402184,
326,redstone_block,10987431,
327,nether_quartz_ore,7368816,
328,hopper,10987431,
329,quartz_block,7368816,
330,chiseled_quartz_block,7368816,
331,quartz_pillar,7368816,
332,quartz_stairs,7368816,
333,activator_rail,0,
334,dropper,7368816,
335,white_terracotta,7368816,
336,orange_terracotta,7368816,
337,magenta_terracotta,7368816,
338,light_blue_terracotta,7368816,
339,yellow_terracotta,7368816,
340,lime_terracotta,7368816,
341,pink_terracotta,7368816,
342,gray_terracotta,7368816,
343,light_gray_terracotta,7368816,
344,cyan_terracotta,7368816,
345,purple_terracotta,7368816,
346,blue_terracotta,7368816,
347,brown_terracotta,7368816,
348,green_terracotta,7368816,
349,red_terracotta,7368816,
350,black_terracotta,7368816,
351,white_stained_glass_pane,0,
352,orange_stained_glass_pane,0,
353,magenta_stained_glass_pane,0,
354,light_blue_stained_glass_pane,0,
355,yellow_stained_glass_pane,0,
356,lime_stained_glass_pane,0,
357,pink_stained_glass_pane,0,
358,gray_stained_glass_pane,0,
359,light_gray_stained_glass_pane,0,
360,cyan_stained_glass_pane,0,
361,purple_stained_glass_pane,0,
362,blue_stained_glass_pane,0,
363,brown_stained_glass_pane,0,
364,green_stained_glass_pane,0,
365,red_stained_glass_pane,0,
366,black_stained_glass_pane,0,
367,acacia_stairs,9402184,
368,dark_oak_stairs,9402184,
369,slime_block,10791096,
370,barrier,0,
371,iron_trapdoor,10987431,
372,prismarine,7368816,
373,prismarine_bricks,7368816,
374,dark_prismarine,7368816,
375,prismarine_stairs,7368816,
376,prismarine_brick_stairs,7368816,
377,dark_prismarine_stairs,7368816,
378,prismarine_slab,7368816,
379,prismarine_brick_slab,7368816,
380,dark_prismarine_slab,7368816,
381,sea_lantern,0,
382,hay_block,8368696,
383,white_carpet,13092807,
384,orange_carpet,13092807,
385,magenta_carpet,13092807,
386,light_blue_carpet,13092807,
387,yellow_carpet,13092807,
388,lime_carpet,13092807,
389,pink_carpet,13092807,
390,gray_carpet,13092807,
391,light_gray_carpet,13092807,
392,cyan_carpet,13092807,
393,purple_carpet,13092807,
394,blue_carpet,13092807,
395,brown_carpet,13092807,
396,green_carpet,13092807,
397,red_carpet,13092807,
398,black_carpet,13092807,
399,terracotta,7368816,
400,coal_block,7368816,
401,packed_ice,10526975,snow
402,sunflower,31744,flower
403,lilac,31744,flower
404,rose_bush,31744,flower
405,peony,31744,flower
406,tall_grass,31744,flower
407,large_fern,31744,flower
408,white_banner,9402184,
409,orange_banner,9402184,
410,magenta_banner,9402184,
411,light_blue_banner,9402184,
412,yellow_banner,9402184,
413,lime_banner,9402184,
414,pink_banner,9402184,
415,gray_banner,9402184,
416,light_gray_banner,9402184,
417,cyan_banner,9402184,
418,purple_banner,9402184,
419,blue_banner,9402184,
420,brown_banner,9402184,
421,green_banner,9402184,
422,red_banner,9402184,
423,black_banner,9402184,
424,white_wall_banner,9402184,
425,orange_wall_banner,9402184,
426,magenta_wall_banner,9402184,
427,light_blue_wall_banner,9402184,
428,yellow_wall_banner,9402184,
429,lime_wall_banner,9402184,
430,pink_wall_banner,9402184,
431,gray_wall_banner,9402184,
432,light_gray_wall_banner,9402184,
433,cyan_wall_banner,9402184,
434,purple_wall_banner,9402184,
435,blue_wall_banner,9402184,
436,brown_wall_banner,9402184,
437,green_wall_banner,9402184,
438,red_wall_banner,9402184,
439,black_wall_banner,9402184,
440,red_sandstone,7368816,
441,chiseled_red_sandstone,7368816,
442,cut_red_sandstone,7368816,
443,red_sandstone_stairs,7368816,
444,oak_slab,9402184,
445,spruce_slab,9402184,
446,birch_slab,9402184,
447,jungle_slab,9402184,
448,acacia_slab,9402184,
449,dark_oak_slab,9402184,
450,stone_slab,7368816,
451,smooth_stone_slab,7368816,
452,sandstone_slab,7368816,
453,cut_sandstone_slab,7368816,
454,petrified_oak_slab,7368816,
455,cobblestone_slab,7368816,
456,brick_slab,7368816,
457,stone_brick_slab,7368816,
458,nether_brick_slab,7368816,
459,quartz_slab,7368816,
460,red_sandstone_slab,7368816,
461,cut_red_sandstone_slab,7368816,
462,purpur_slab,7368816,
463,smooth_stone,7368816,
464,smooth_sandstone,7368816,
465,smooth_quartz,7368816,
466,smooth_red_sandstone,7368816,
467,spruce_fence_gate,9402184,
468,birch_fence_gate,9402184,
469,jungle_fence_gate,9402184,
470,acacia_fence_gate,9402184,
471,dark_oak_fence_gate,9402184,
472,spruce_fence,9402184,
473,birch_fence,9402184,
474,jungle_fence,9402184,
475,acacia_fence,9402184,
476,dark_oak_fence,9402184,
477,spruce_door,9402184,
478,birch_door,9402184,
479,jungle_door,9402184,
480,acacia_door,9402184,
481,dark_oak_door,9402184,
482,end_rod,0,
483,chorus_plant,31744,
484,chorus_flower,31744,
485,purpur_block,7368816,
486,purpur_pillar,7368816,
487,purpur_stairs,7368816,
488,end_stone_bricks,7368816,
489,beetroots,31744,
490,grass_path,9923917,
491,end_gateway,0,
492,repeating_command_block,10987431,
493,chain_command_block,10987431,
494,frosted_ice,10526975,snow
495,magma_block,7368816,
496,nether_wart_block,8368696,
497,red_nether_bricks,7368816,
498,bone_block,7368816,
499,structure_void,0,
500,observer,7368816,
501,shulker_box,8339378,
502,white_shulker_box,8339378,
503,orange_shulker_box,8339378,
504,magenta_shulker_box,8339378,
505,light_blue_shulker_box,8339378,
506,yellow_shulker_box,8339378,
507,lime_shulker_box,8339378,
508,pink_shulker_box,8339378,
509,gray_shulker_box,8339378,
510,light_gray_shulker_box,8339378,
511,cyan_shulker_box,8339378,
512,purple_shulker_box,8339378,
513,blue_shulker_box,8339378,
514,brown_shulker_box,8339378,
515,green_shulker_box,8339378,
516,red_shulker_box,8339378,
517,black_shulker_box,8339378,
518,white_glazed_terracotta,7368816,
519,orange_glazed_terracotta,7368816,
520,magenta_glazed_terracotta,7368816,
521,light_blue_glazed_terracotta,7368816,
522,yellow_glazed_terracotta,7368816,
523,lime_glazed_terracotta,7368816,
524,pink_glazed_terracotta,7368816,
525,gray_glazed_terracotta,7368816,
526,light_gray_glazed_terracotta,7368816,
527,cyan_glazed_terracotta,7368816,
528,purple_glazed_terracotta,7368816,
529,blue_glazed_terracotta,7368816,
530,brown_glazed_terracotta,7368816,
531,green_glazed_terracotta,7368816,
532,red_glazed_terracotta,7368816,
533,black_glazed_terracotta,7368816,
534,white_concrete,7368816,
535,orange_concrete,7368816,
536,magenta_concrete,7368816,
537,light_blue_concrete,7368816,
538,yellow_concrete,7368816,
539,lime_concrete,7368816,
540,pink_concrete,7368816,
541,gray_concrete,7368816,
542,light_gray_concrete,7368816,
543,cyan_concrete,7368816,
544,purple_concrete,7368816,
545,blue_concrete,7368816,
546,brown_concrete,7368816,
547,green_concrete,7368816,
548,red_concrete,7368816,
549,black_concrete,7368816,
550,white_concrete_powder,16247203,
551,orange_concrete_powder,16247203,
552,magenta_concrete_powder,16247203,
553,light_blue_concrete_powder,16247203,
554,yellow_concrete_powder,16247203,
555,lime_concrete_powder,16247203,
556,pink_concrete_powder,16247203,
557,gray_concrete_powder,16247203,
558,light_gray_concrete_powder,16247203,
559,cyan_concrete_powder,16247203,
560,purple_concrete_powder,16247203,
561,blue_concrete_powder,16247203,
562,brown_concrete_powder,16247203,
563,green_concrete_powder,16247203,
564,red_concrete_powder,16247203,
565,black_concrete_powder,16247203,
566,kelp,4210943,
567,kelp_plant,4210943,
568,dried_kelp_block,8368696,
569,turtle_egg,31744,
570,dead_tube_coral_block,7368816,
571,dead_brain_coral_block,7368816,
572,dead_bubble_coral_block,7368816,
573,dead_fire_coral_block,7368816,
574,dead_horn_coral_block,7368816,
575,tube_coral_block,7368816,
576,brain_coral_block,7368816,
577,bubble_coral_block,7368816,
578,fire_coral_block,7368816,
579,horn_coral_block,7368816,
580,dead_tube_coral,7368816,
581,dead_brain_coral,7368816,
582,dead_bubble_coral,7368816,
583,dead_fire_coral,7368816,
584,dead_horn_coral,7368816,
585,tube_coral,4210943,
586,brain_coral,4210943,
587,bubble_coral,4210943,
588,fire_coral,4210943,
589,horn_coral,4210943,
590,dead_tube_coral_fan,7368816,
591,dead_brain_coral_fan,7368816,
592,dead_bubble_coral_fan,7368816,
593,dead_fire_coral_fan,7368816,
594,dead_horn_coral_fan,7368816,
595,tube_coral_fan,4210943,
596,brain_coral_fan,4210943,
597,bubble_coral_fan,4210943,
598,fire_coral_fan,4210943,
599,horn_coral_fan,4210943,
600,dead_tube_coral_wall_fan,7368816,
601,dead_brain_coral_wall_fan,7368816,
602,dead_bubble_coral_wall_fan,7368816,
603,dead_fire_coral_wall_fan,7368816,
604,dead_horn_coral_wall_fan,7368816,
605,tube_coral_wall_fan,4210943,
606,brain_coral_wall_fan,4210943,
607,bubble_coral_wall_fan,4210943,
608,fire_coral_wall_fan,4210943,
609,horn_coral_wall_fan,4210943,
610,sea_pickle,4210943,
611,blue_ice,10526975,snow
612,conduit,0,
613,bamboo_sapling,9402184,flower
614,bamboo,9402184,tree
615,potted_bamboo,0,
616,void_air,0,dirt
617,cave_air,0,dirt
618,bubble_column,4210943,
619,polished_granite_stairs,7368816,
620,smooth_red_sandstone_stairs,7368816,
621,mossy_stone_brick_stairs,7368816,
622,polished_diorite_stairs,7368816,
623,mossy_cobblestone_stairs,7368816,
624,end_stone_brick_stairs,7368816,
625,stone_stairs,7368816,
626,smooth_sandstone_stairs,7368816,
627,smooth_quartz_stairs,7368816,
628,granite_stairs,7368816,
629,andesite_stairs,7368816,
630,red_nether_brick_stairs,7368816,
631,polished_andesite_stairs,7368816,
632,diorite_stairs,7368816,
633,polished_granite_slab,7368816,
634,smooth_red_sandstone_slab,7368816,
635,mossy_stone_brick_slab,7368816,
636,polished_diorite_slab,7368816,
637,mossy_cobblestone_slab,7368816,
638,end_stone_brick_slab,7368816,
639,smooth_sandstone_slab,7368816,
640,smooth_quartz_slab,7368816,
641,granite_slab,7368816,
642,andesite_slab,7368816,
643,red_nether_brick_slab,7368816,
644,polished_andesite_slab,7368816,
645,diorite_slab,7368816,
646,brick_wall,7368816,
647,prismarine_wall,7368816,
648,red_sandstone_wall,7368816,
649,mossy_stone_brick_wall,7368816,
650,granite_wall,7368816,
651,stone_brick_wall,7368816,
652,nether_brick_wall,7368816,
653,andesite_wall,7368816,
654,red_nether_brick_wall,7368816,
655,sandstone_wall,7368816,
656,end_stone_brick_wall,7368816,
657,diorite_wall,7368816,
658,scaffolding,0,
659,loom,9402184,
660,barrel,9402184,
661,smoker,7368816,
662,blast_furnace,7368816,
663,cartography_table,9402184,
664,fletching_table,9402184,
665,grindstone,10987431,
666,lectern,9402184,
667,smithing_table,9402184,
668,stonecutter,7368816,
669,bell,10987431,
670,lantern,10987431,
671,campfire,9402184,
672,sweet_berry_bush,31744,
673,structure_block,10987431,
674,jigsaw,10987431,
675,composter,9402184,
676,bee_nest,9402184,
677,beehive,9402184,
678,honey_block,10791096,
679,honeycomb_block,10791096,
